,Unnamed: 0,AQI,CO AQI,Ozone AQI,NO2 AQI,PM2.5 AQI,Latitude,Longitude,clusters
10011,10197,30,0,14,0,30,-19.9833,23.4167,2
10012,10198,50,1,24,3,50,48.0497,9.33,2
10013,10199,56,2,44,3,56,35.1877,-85.1959,2
10014,10200,35,1,27,3,35,53.9,27.5667,2
10015,10201,51,2,40,0,51,26.887,88.187,2
10016,10202,27,1,27,0,10,62.55,113.9667,2
10017,10203,27,1,27,0,10,62.7667,40.3333,2
10018,10204,60,1,17,0,60,6.3133,-10.8014,2
10019,10205,60,1,17,0,60,34.165,-117.9921,2
10020,10206,39,1,39,1,18,44.4578,11.199,2
10021,10207,30,1,28,2,30,48.8611,2.4436,2
10022,10208,46,1,41,0,46,41.8828,22.5092,2
10023,10209,36,0,36,1,28,52.1333,4.45,2
10024,10210,58,1,27,9,58,41.044,-74.29,2
10025,10211,38,1,38,2,30,44.5441,-69.6624,2
10026,10212,38,1,26,3,38,50.6056,3.3881,2
10027,10213,80,1,18,9,80,33.6405,-86.5815,2
10028,10214,61,1,33,4,61,50.1667,19.4833,2
10029,10215,39,1,39,0,28,38.7272,139.8267,2
10030,10216,20,1,20,0,18,1.8067,-78.7647,2
10031,10217,94,1,22,1,94,10.35,-75.3333,2
10032,10218,48,1,23,3,48,32.3184,-95.3062,2
10033,10219,72,2,3,6,72,6.3156,-76.1342,2
10034,10220,65,1,18,0,65,10.4833,-73.25,2
10035,10221,51,1,22,0,51,10.3333,123.3167,2
10036,10222,61,1,23,4,61,45.8463,9.3582,2
10037,10223,44,1,44,1,34,41.4844,14.0458,2
10038,10224,37,1,26,1,37,58.1,54.6667,2
10039,10225,50,1,32,5,50,41.8786,-72.3648,2
10040,10226,99,2,18,8,99,30.0731,-90.4758,2
10041,10227,44,1,15,2,44,-10.8061,-37.1717,2
10042,10228,70,2,26,10,70,38.9075,-94.6258,2
10043,10229,54,1,46,0,54,37.1083,13.9469,2
10044,10230,159,1,39,0,159,22.5685,71.7949,2
10045,10231,36,1,36,1,36,36.2082,-119.0897,2
10046,10232,23,0,23,1,13,-33.4833,150.15,2
10047,10233,35,1,35,0,18,60.7167,33.55,2
10048,10234,57,2,3,9,57,41.7399,-111.8422,2
10049,10235,57,2,3,9,57,40.5263,-78.4234,2
10050,10236,53,1,18,6,53,48.6943,2.2958,2
10051,10237,38,1,23,3,38,50.6128,3.0144,2
10052,10238,58,1,37,1,58,48.8892,36.3161,2
10053,10239,42,1,21,0,42,-12.3,33.1833,2
10054,10240,425,1,93,1,379,31.1033,74.9963,2
10055,10242,97,3,14,33,97,33.8894,-118.3967,2
10056,10243,67,1,24,1,67,11.1197,76.131,2
10057,10244,61,1,45,4,61,40.542,-74.5892,2
10058,10245,62,1,45,4,62,39.952,-74.995,2
10059,10246,27,1,11,1,27,-26.77,-53.2167,2
10060,10247,27,1,11,1,27,-9.2358,-37.35,2
10061,10248,152,2,129,1,152,30.4397,48.1664,2
10062,10249,57,1,34,1,57,3.0333,101.45,2
10063,10250,47,1,33,1,47,46.15,16.8167,2
10064,10251,43,1,43,1,26,37.4004,140.3597,2
10065,10252,39,1,25,3,39,51.0286,3.0444,2
10066,10253,31,1,31,1,28,45.4833,15.55,2
10067,10254,154,1,41,0,154,40.1422,65.3625,2
10068,10255,199,1,56,1,199,23.7254,85.5102,2
10069,10256,79,1,18,0,79,6.6667,-1.6167,2
10070,10257,64,1,34,1,64,51.7167,36.1833,2
10071,10258,96,3,2,6,96,6.0306,-75.4317,2
10072,10259,30,1,30,3,21,47.0462,-122.7933,2
10073,10260,30,1,30,3,21,39.8564,-74.2624,2
10074,10261,82,1,30,1,82,18.8667,-97.7167,2
10075,10262,54,1,27,0,54,11.7833,-0.3667,2
10076,10263,26,0,26,0,17,29.7949,-90.8146,2
10077,10264,54,1,45,0,54,44.6622,25.5736,2
10078,10265,83,1,28,18,83,35.8176,139.6779,2
10079,10266,42,1,42,0,22,53.05,16.4667,2
10080,10267,38,1,32,2,38,55.8667,47.4833,2
10081,10268,44,1,32,4,44,47.2147,-122.5461,2
10082,10269,37,0,37,0,33,53.1,6.8833,2
10083,10270,150,3,23,10,150,5.65,100.48,2
10084,10271,63,1,63,0,57,47.7044,19.0686,2
10085,10272,72,2,27,3,72,6.2592,102.0531,2
10086,10273,80,3,2,21,80,38.0027,140.1891,2
10087,10274,80,2,27,14,80,35.6369,139.4463,2
10088,10275,80,2,27,14,80,34.4886,133.9486,2
10089,10276,23,0,23,1,12,52.633,-1.695,2
10090,10277,23,0,23,1,12,-31.0833,150.9167,2
10091,10278,33,1,33,0,15,43.23,0.07,2
10092,10279,50,1,47,0,50,51.38,12.4936,2
10093,10280,52,1,33,1,52,42.5809,-83.0305,2
10094,10281,53,1,39,4,53,41.8083,-72.2514,2
10095,10282,36,1,36,1,9,46.4,-63.7833,2
10096,10283,193,13,5,25,193,-33.0422,-71.3733,2
10097,10284,52,1,36,1,52,48.8386,-0.8892,2
10098,10285,129,3,39,7,129,18.1159,83.406,2
10099,10286,22,0,22,0,14,-3.3906,38.5769,2
10100,10287,29,1,29,0,9,59.2167,39.9,2
10101,10288,42,1,22,0,42,10.0667,-2.5,2
10102,10289,78,2,78,1,33,53.39,-2.59,2
10103,10290,78,2,78,1,33,40.2489,-75.158,2
10104,10291,78,2,78,1,33,30.3835,-87.2946,2
10105,10292,165,6,82,16,165,36.7167,119.1,2
10106,10293,168,4,71,7,168,32.0836,72.6711,2
10107,10294,68,1,68,0,37,44.1136,9.96,2
10108,10295,52,1,39,1,52,51.2225,6.2625,2
10109,10296,42,1,42,0,24,53.6333,11.4167,2
10110,10297,53,1,44,0,53,51.4458,7.5653,2
10111,10298,60,1,46,5,60,40.6678,-73.4922,2
10112,10299,60,1,46,5,60,50.77,0.1,2
10113,10300,67,1,67,1,28,39.2537,9.1606,2
10114,10301,72,1,72,0,36,44.0,10.2333,2
10115,10302,27,0,27,0,20,-17.4667,24.3,2
10116,10303,55,1,14,3,55,13.9333,75.5667,2
10117,10304,58,1,11,2,58,22.5667,95.7,2
10118,10305,72,2,29,3,72,10.8,122.9667,2
10119,10306,40,1,37,2,40,43.5396,-96.7311,2
10120,10307,76,2,19,4,76,11.3214,77.0052,2
10121,10308,181,6,53,15,181,28.25,77.07,2
10122,10309,56,2,18,3,56,14.95,-91.45,2
10123,10310,70,1,25,6,70,13.8,121.0333,2
10124,10311,70,1,25,6,70,13.1286,122.9775,2
10125,10312,78,1,38,0,78,35.3144,46.9922,2
10126,10313,153,2,29,5,153,19.57,74.22,2
10127,10314,50,1,50,0,31,55.8611,-4.25,2
10128,10315,50,1,50,0,31,39.6015,-75.7473,2
10129,10316,50,1,50,0,31,37.0048,-85.9263,2
10130,10317,141,4,76,6,141,43.5036,124.8088,2
10131,10318,52,1,39,1,52,43.7608,1.9886,2
10132,10319,50,2,50,1,40,45.1715,5.7224,2
10133,10320,37,1,21,0,37,14.5333,-86.8167,2
10134,10321,48,1,48,1,35,39.6572,-74.7678,2
10135,10322,44,1,42,1,44,42.0558,-70.8723,2
10136,10323,55,1,47,4,55,34.35,132.3333,2
10137,10324,64,1,53,0,64,48.6253,10.1739,2
10138,10325,46,1,46,1,37,40.2806,-76.6458,2
10139,10326,38,1,37,1,38,53.59,-2.219,2
10140,10327,34,1,34,1,29,25.8878,-80.3569,2
10141,10328,43,1,43,0,37,52.15,9.95,2
10142,10329,35,1,35,1,31,26.0293,-80.1679,2
10143,10330,54,1,30,2,54,44.9259,-93.4056,2
10144,10331,48,1,48,0,17,59.4208,10.4328,2
10145,10332,39,1,34,6,39,32.85,130.0667,2
10146,10333,131,3,24,7,131,-23.5278,-46.9028,2
10147,10334,67,1,28,2,67,-22.6431,-43.6533,2
10148,10335,110,1,38,0,110,19.1167,-70.6333,2
10149,10336,36,1,11,0,36,-7.5819,-39.2978,2
10150,10337,36,1,11,0,36,-21.48,-56.1378,2
10151,10338,82,1,82,1,14,28.293,-82.6907,2
10152,10339,151,4,21,22,151,37.0282,111.9103,2
10153,10340,160,4,70,3,160,-6.13,24.48,2
10154,10341,64,1,18,3,64,9.7375,77.2823,2
10155,10342,77,1,30,1,77,-10.8764,26.5969,2
10156,10343,65,1,22,12,65,36.1517,140.2371,2
10157,10344,51,1,38,1,51,51.3658,6.4194,2
10158,10345,59,1,47,0,59,48.1814,23.2978,2
10159,10346,126,2,21,1,126,57.7833,108.0833,2
10160,10347,151,4,14,4,151,27.6667,85.2833,2
10161,10349,66,1,59,0,66,48.3,10.9833,2
10162,10350,68,1,34,4,68,39.1336,66.8819,2
10163,10351,28,1,28,2,14,59.7333,30.6,2
10164,10352,49,1,37,2,49,51.1333,4.45,2
10165,10353,72,1,44,0,72,46.2333,14.3667,2
10166,10354,63,1,63,0,59,50.0828,8.4667,2
10167,10355,42,1,42,2,36,31.4681,131.2467,2
10168,10356,49,1,49,4,39,43.1256,6.0108,2
10169,10357,55,1,27,10,55,32.7703,-117.0204,2
10170,10358,55,1,27,10,55,4.6303,-74.4625,2
10171,10359,64,1,64,0,57,47.0264,19.5578,2
10172,10360,39,1,6,0,39,-6.4167,-76.5333,2
10173,10361,60,1,36,4,60,42.7142,-84.5601,2
10174,10362,60,1,36,4,60,41.5648,-87.5462,2
10175,10363,60,1,36,4,60,42.5667,-76.5316,2
10176,10364,60,1,36,4,60,39.2428,-94.8972,2
10177,10365,152,3,24,18,152,36.0617,103.8318,2
10178,10366,47,1,24,0,47,16.3667,-92.35,2
10179,10367,47,1,24,0,47,-32.4833,-61.5833,2
10180,10368,21,0,7,0,21,-0.9319,-78.6161,2
10181,10369,51,1,41,0,51,49.49,0.1,2
10182,10370,184,11,3,29,184,27.6858,111.4279,2
10183,10371,180,9,9,27,180,29.5854,103.7575,2
10184,10372,52,1,38,2,52,50.8667,4.0833,2
10185,10373,50,1,27,6,50,39.1241,-121.5421,2
10186,10374,48,1,48,1,38,39.8173,-74.9898,2
10187,10375,57,1,29,1,57,44.2906,-88.3208,2
10188,10376,62,1,33,2,62,42.3972,-83.3733,2
10189,10377,42,1,42,0,18,15.6625,121.0197,2
10190,10378,42,1,42,0,18,43.4667,-5.9333,2
10191,10379,28,0,28,0,16,-12.9067,15.1864,2
10192,10380,53,1,44,0,53,50.6833,18.6833,2
10193,10381,50,1,44,1,50,42.1921,-72.458,2
10194,10382,50,1,44,1,50,52.368,-2.718,2
10195,10383,42,1,32,1,42,55.0333,44.4833,2
10196,10384,36,1,19,1,36,-3.2667,-79.9667,2
10197,10385,67,1,67,3,29,33.9533,-84.5422,2
10198,10386,67,1,67,3,29,39.4241,-81.4465,2
10199,10387,72,1,40,2,72,48.7628,1.9456,2
10200,10388,57,1,19,0,57,5.1211,9.9528,2
10201,10389,32,0,32,0,8,-14.6556,17.6842,2
10202,10390,27,0,11,0,27,-17.1178,-63.2331,2
10203,10391,163,4,41,6,163,34.7717,72.36,2
10204,10392,50,1,31,6,50,33.6096,-117.6551,2
10205,10393,55,1,46,0,55,50.9856,12.9811,2
10206,10394,41,1,41,0,21,37.2747,-6.8386,2
10207,10395,40,1,40,0,39,44.1047,1.0853,2
10208,10396,49,1,40,2,49,40.3935,-79.9005,2
10209,10397,55,1,55,2,50,33.8208,130.7083,2
10210,10398,72,2,16,1,72,0.0167,37.0667,2
10211,10399,29,0,23,0,29,-11.71,-47.7228,2
10212,10400,38,1,38,0,35,53.6528,-6.6814,2
10213,10401,38,1,38,1,38,51.8333,5.2833,2
10214,10402,44,1,44,0,23,53.5569,13.2611,2
10215,10403,59,2,38,8,59,40.7602,-73.5649,2
10216,10404,40,1,31,4,40,32.5833,131.6667,2
10217,10405,60,1,46,5,60,40.7005,-73.4119,2
10218,10406,49,1,40,1,49,40.8742,-81.3971,2
10219,10407,42,1,41,3,42,39.2467,-84.5796,2
10220,10408,42,1,41,3,42,42.1292,-87.8352,2
10221,10409,90,1,67,0,90,45.5333,9.1333,2
10222,10410,33,1,33,0,26,21.8847,-82.8011,2
10223,10411,69,1,28,3,69,42.4667,59.6,2
10224,10412,71,1,36,5,71,35.0956,138.8634,2
10225,10413,38,0,38,0,29,52.3833,5.7833,2
10226,10414,20,0,20,0,18,38.6833,-9.3167,2
10227,10415,20,0,20,0,18,-7.025,-42.1308,2
10228,10416,63,1,63,0,57,47.7856,18.7403,2
10229,10417,55,1,48,0,55,50.6597,6.7917,2
10230,10418,52,1,32,4,52,37.5553,-122.2659,2
10231,10419,53,1,47,0,53,50.8997,7.8667,2
10232,10420,48,1,37,1,48,51.5197,6.3325,2
10233,10421,123,1,29,0,123,50.7783,121.5213,2
10234,10422,81,2,42,3,81,40.1167,124.3833,2
10235,10423,48,1,27,0,48,10.8667,0.2,2
10236,10424,52,1,42,0,52,51.6539,7.3417,2
10237,10425,60,1,44,1,60,33.7711,-84.2963,2
10238,10426,60,1,44,1,60,39.8557,-88.9342,2
10239,10427,60,1,44,1,60,34.5731,-86.9905,2
10240,10428,60,1,44,1,60,40.8286,-84.9277,2
10241,10429,44,1,38,1,44,50.8533,3.3533,2
10242,10430,61,1,23,0,61,10.1667,38.1333,2
10243,10431,43,1,43,2,28,34.0754,-80.9547,2
10244,10432,57,1,42,1,57,50.6167,5.85,2
10245,10433,58,1,46,0,58,47.4303,26.6094,2
10246,10434,57,1,57,1,38,43.5403,6.4667,2
10247,10435,42,1,42,3,27,34.9973,-85.2285,2
10248,10436,68,1,67,0,68,48.0833,11.9667,2
10249,10437,50,1,27,7,50,38.4161,-121.3842,2
10250,10438,144,4,36,8,144,25.92,86.792,2
10251,10439,40,0,40,1,20,41.2333,-8.6167,2
10252,10440,71,2,7,3,71,21.9831,96.0844,2
10253,10441,67,2,5,2,67,-2.5833,115.3833,2
10254,10442,32,1,21,0,32,10.0678,-69.3467,2
10255,10443,46,1,38,1,46,40.3627,-83.763,2
10256,10444,49,1,37,2,49,51.025,4.0025,2
10257,10445,48,1,29,0,48,43.6992,-85.4806,2
10258,10446,31,0,31,0,24,-21.9704,28.4233,2
10259,10447,48,1,35,1,48,30.7812,-89.8633,2
10260,10448,61,1,42,0,61,46.4981,11.3548,2
10261,10449,65,1,32,0,65,41.8389,43.3792,2
10262,10450,45,1,45,1,43,32.5224,-93.6668,2
10263,10452,54,1,38,2,54,41.4036,-81.8219,2
10264,10453,60,1,26,1,60,50.5642,-111.8989,2
10265,10454,30,1,30,1,22,41.2465,-81.8198,2
10266,10455,30,1,30,1,22,43.9007,-69.9761,2
10267,10456,30,1,30,1,22,31.1449,-81.4746,2
10268,10457,30,1,30,1,22,42.7558,-73.5903,2
10269,10458,56,1,48,0,56,47.1667,9.4667,2
10270,10459,80,2,10,0,80,2.1844,22.4703,2
10271,10460,83,1,49,0,83,45.4667,10.85,2
10272,10461,45,1,45,0,24,53.4769,9.7011,2
10273,10462,55,1,37,1,55,49.18,-0.37,2
10274,10463,64,1,64,0,51,44.4,8.2667,2
10275,10464,61,1,61,1,42,43.5513,7.0128,2
10276,10465,38,1,38,0,35,54.891,-2.944,2
10277,10466,38,1,38,0,35,40.2,-77.2034,2
10278,10468,89,1,64,0,89,45.55,9.3333,2
10279,10469,79,1,55,0,79,45.1775,7.6464,2
10280,10470,51,1,51,0,42,39.8167,16.2,2
10281,10471,22,0,22,0,21,-12.3497,-38.3831,2
10282,10472,53,1,20,0,53,-12.4167,13.5333,2
10283,10473,51,1,49,0,51,39.5,15.95,2
10284,10474,68,1,20,4,68,12.6514,77.2067,2
10285,10475,168,8,22,31,168,32.3062,118.3115,2
10286,10476,46,1,46,0,12,57.05,9.9167,2
10287,10478,47,1,40,2,47,41.7138,-70.9012,2
10288,10479,55,1,21,2,55,21.876,-102.296,2
10289,10480,155,2,33,6,155,19.08,74.73,2
10290,10481,66,1,66,0,58,47.24,19.6067,2
10291,10482,30,1,23,0,30,58.6167,125.4167,2
10292,10483,45,1,45,0,19,44.7167,43.0,2
10293,10484,83,1,27,0,83,10.1,-74.2667,2
10294,10485,83,1,27,0,83,-33.3911,-71.6928,2
10295,10486,61,1,43,1,61,43.25,46.1333,2
10296,10487,97,1,97,1,20,28.6615,-81.3953,2
10297,10488,38,0,38,0,30,52.3728,4.8936,2
10298,10489,38,0,38,0,30,42.942,-74.1906,2
10299,10490,63,2,20,1,63,5.5833,-75.9167,2
10300,10491,52,0,28,6,52,35.7167,140.65,2
10301,10492,52,0,28,6,52,35.0343,136.6644,2
10302,10493,52,0,28,6,52,36.9462,137.5599,2
10303,10494,60,1,40,0,60,44.9261,2.4406,2
10304,10495,57,1,19,0,57,8.3167,-75.15,2
10305,10496,8,0,7,0,8,-2.7333,-78.8333,2
10306,10497,35,1,29,1,35,52.724,-1.369,2
10307,10498,121,0,29,0,121,18.0765,-66.3638,2
10308,10499,86,1,67,0,86,44.9,11.8333,2
10309,10500,37,1,22,1,37,7.22,124.25,2
10310,10501,56,1,20,7,56,36.7681,140.3552,2
10311,10502,40,1,40,0,12,51.5667,34.6667,2
10312,10503,46,1,46,3,34,33.2667,130.3,2
10313,10504,83,2,21,20,83,34.5733,135.4831,2
10314,10505,83,2,21,20,83,36.1669,136.2314,2
10315,10506,83,2,21,20,83,36.1085,139.7949,2
10316,10507,34,1,34,0,14,59.9167,16.6,2
10317,10508,192,7,15,17,192,-26.1797,27.7042,2
10318,10509,35,1,35,0,24,54.6167,18.35,2
10319,10510,31,1,17,1,31,-29.99,-52.3778,2
10320,10511,51,1,51,1,45,26.7813,-80.0741,2
10321,10512,51,1,51,1,45,39.1623,-76.5257,2
10322,10513,72,1,44,0,72,37.9459,-91.7607,2
10323,10514,72,1,44,0,72,13.8331,77.1,2
10324,10515,49,1,21,3,49,15.67,75.73,2
10325,10516,134,4,16,22,134,33.8807,-117.8553,2
10326,10517,42,1,21,6,42,54.6014,86.2486,2
10327,10518,83,1,83,0,39,43.6625,10.6328,2
10328,10519,48,1,41,2,48,40.6798,-76.2091,2
10329,10520,59,1,51,0,59,47.5167,7.7,2
10330,10521,115,3,47,2,115,19.5202,84.8851,2
10331,10522,136,2,25,4,136,22.3053,74.3525,2
10332,10523,136,2,25,4,136,21.9402,75.1361,2
10333,10524,40,1,39,0,40,58.6667,52.1833,2
10334,10525,64,1,45,1,64,50.15,18.75,2
10335,10526,167,3,103,2,167,25.0201,79.2282,2
10336,10527,94,2,21,5,94,13.2007,78.7468,2
10337,10529,20,0,20,0,18,-28.2928,-53.5019,2
10338,10530,153,4,42,5,153,16.6569,81.7461,2
10339,10531,70,1,67,0,70,48.1167,16.2667,2
10340,10532,57,1,24,0,57,20.1256,-88.9214,2
10341,10533,41,0,41,0,26,53.1,9.15,2
10342,10534,68,1,36,5,68,51.3333,7.8667,2
10343,10535,79,2,16,0,79,5.7653,20.6742,2
10344,10536,24,0,18,0,24,-4.18,-38.1308,2
10345,10537,93,5,14,3,93,-17.3,31.3333,2
10346,10538,70,2,15,0,70,2.4,20.42,2
10347,10539,75,2,16,18,75,32.6651,-117.0296,2
10348,10540,30,1,30,0,16,58.4,33.9167,2
10349,10541,44,1,33,4,44,52.0667,4.65,2
10350,10542,34,1,29,3,34,47.5939,1.3281,2
10351,10543,69,1,41,2,69,45.3603,11.79,2
10352,10544,53,1,28,3,53,20.4511,-101.5289,2
10353,10545,53,1,28,3,53,24.0559,-98.3733,2
10354,10546,39,1,33,0,39,38.8058,42.7469,2
10355,10547,48,1,39,0,48,38.7528,42.4944,2
10356,10548,66,1,19,0,66,48.5667,-78.1167,2
10357,10549,132,1,20,1,132,9.4333,-64.4667,2
10358,10550,28,1,18,3,28,-37.8,-72.7167,2
10359,10551,66,1,49,1,66,36.3263,138.8871,2
10360,10552,59,1,23,4,59,45.9167,10.8833,2
10361,10553,40,1,2,2,40,-15.9169,-46.1058,2
10362,10554,54,2,27,10,54,53.005,-1.127,2
10363,10555,54,2,27,10,54,39.0437,-76.4974,2
10364,10556,54,2,27,10,54,38.4297,-90.3733,2
10365,10557,57,1,37,4,57,51.2333,3.75,2
10366,10558,44,1,32,2,44,43.6465,0.5855,2
10367,10559,50,2,32,8,50,34.6152,-92.4914,2
10368,10560,62,2,12,20,62,42.1675,-87.9615,2
10369,10561,49,1,23,1,49,42.3408,-3.6997,2
10370,10562,49,1,23,1,49,17.0667,121.7,2
10371,10563,49,1,23,1,49,16.0465,119.8568,2
10372,10564,49,1,23,1,49,17.3331,120.4944,2
10373,10565,49,1,23,1,49,18.5114,120.6444,2
10374,10566,49,1,23,1,49,16.525,120.4583,2
10375,10567,54,1,31,2,54,44.2493,-85.4164,2
10376,10568,64,1,43,1,64,43.9858,22.9575,2
10377,10569,58,1,17,3,58,42.3,-1.9667,2
10378,10570,32,0,25,0,32,12.5756,120.9428,2
10379,10571,41,1,41,0,29,48.0167,28.7167,2
10380,10572,45,1,40,2,45,41.5,13.8333,2
10381,10573,83,1,46,0,83,37.6833,12.7931,2
10382,10574,27,1,23,0,27,-12.1167,17.3,2
10383,10575,50,1,16,3,50,30.5105,-97.8197,2
10384,10576,66,2,23,13,66,41.421,-88.2599,2
10385,10577,29,1,10,1,29,3.75,-75.5833,2
10386,10578,29,1,10,1,29,32.0442,-106.406,2
10387,10579,41,1,41,0,6,46.3629,33.5302,2
10388,10580,59,2,22,12,59,38.6589,-90.5803,2
10389,10581,59,2,22,12,59,53.2358,-1.4275,2
10390,10582,59,2,22,12,59,40.1166,-74.6459,2
10391,10583,36,1,22,0,36,-9.0745,-78.5936,2
10392,10584,207,5,207,4,166,-6.4947,106.6511,2
10393,10585,31,1,16,0,31,-17.6908,-42.5158,2
10394,10586,26,1,24,1,26,39.2264,-0.5211,2
10395,10587,34,1,20,5,34,39.1511,-119.7476,2
10396,10588,164,5,164,9,158,31.8122,119.9692,2
10397,10589,50,2,16,1,50,-17.3497,30.1944,2
10398,10590,45,1,15,0,45,-2.4177,115.2494,2
10399,10591,51,1,40,3,51,45.2099,-93.3893,2
10400,10592,32,0,21,0,32,-3.9008,-38.3908,2
10401,10593,114,4,8,34,114,34.1342,-118.0373,2
10402,10594,114,4,8,34,114,43.087,-77.0858,2
10403,10595,50,1,46,2,50,41.7669,-72.7536,2
10404,10596,49,1,44,1,49,42.1253,-72.6503,2
10405,10597,49,1,44,1,49,38.7771,-77.2268,2
10406,10598,43,1,35,1,43,53.3042,-1.1244,2
10407,10599,36,2,8,1,36,20.415,104.048,2
10408,10600,156,4,16,18,156,36.6239,101.7787,2
10409,10601,31,1,31,1,27,46.5923,-120.5496,2
10410,10602,83,1,14,0,83,9.5907,123.1213,2
10411,10603,59,1,20,1,59,13.5812,100.7957,2
10412,10604,51,1,38,0,51,25.1211,99.169,2
10413,10605,51,1,38,0,51,24.7428,120.9991,2
10414,10606,65,1,31,2,65,45.9601,17.4601,2
10415,10607,183,1,48,0,183,23.9033,80.8152,2
10416,10608,183,1,48,0,183,26.5714,86.0903,2
10417,10609,183,1,48,0,183,26.4629,86.2771,2
10418,10610,162,4,162,1,154,25.2833,86.0333,2
10419,10611,56,1,12,10,56,53.5547,-1.4791,2
10420,10612,38,1,25,3,38,44.3711,-79.6769,2
10421,10613,54,1,23,0,54,49.8844,-97.1464,2
10422,10614,44,1,42,0,44,46.9306,7.5644,2
10423,10615,37,1,34,2,37,51.9094,8.7317,2
10424,10616,48,1,46,2,48,40.9167,14.7889,2
10425,10617,50,1,32,1,50,60.1456,16.1683,2
10426,10618,65,2,11,6,65,18.5,-98.75,2
10427,10619,72,2,20,6,72,48.7983,2.3137,2
10428,10620,74,2,29,8,74,45.5508,9.3011,2
10429,10621,372,35,37,13,372,-4.55,18.6,2
10430,10622,63,1,42,3,63,41.6169,2.6642,2
10431,10623,61,1,25,1,61,21.85,-102.7167,2
10432,10624,25,0,16,1,25,-9.7819,-36.3508,2
10433,10625,25,0,16,1,25,-26.1928,-49.2658,2
10434,10627,38,1,35,2,38,38.745,-0.4406,2
10435,10628,59,1,28,6,59,28.3327,-80.6274,2
10436,10629,27,0,27,0,17,-30.3022,153.1189,2
10437,10630,16,1,9,0,16,-17.7536,-62.9967,2
10438,10631,51,1,43,1,51,47.8753,-3.9189,2
10439,10632,65,2,18,11,65,35.9526,-85.0295,2
10440,10633,118,3,7,13,118,13.7333,-89.1833,2
10441,10634,49,1,33,7,49,38.9874,-94.6362,2
10442,10635,26,1,3,1,26,1.9142,-75.145,2
10443,10636,26,1,3,1,26,-26.8,-55.0167,2
10444,10637,26,1,3,1,26,2.9383,-73.2083,2
10445,10638,42,1,26,0,42,9.1725,77.3956,2
10446,10639,68,1,39,3,68,48.1667,11.8167,2
10447,10640,44,1,21,0,44,12.712,104.889,2
10448,10641,42,1,42,1,36,36.5671,139.7451,2
10449,10642,58,1,44,0,58,41.4328,22.0117,2
10450,10643,113,1,28,1,113,14.45,-11.4167,2
10451,10644,113,1,28,1,113,-4.1681,13.2939,2
10452,10645,33,1,33,0,31,52.5358,17.5958,2
10453,10646,188,1,46,0,188,26.6003,78.5119,2
10454,10647,48,1,19,7,48,44.5148,-87.9895,2
10455,10648,34,1,34,1,29,52.1167,20.6333,2
10456,10649,73,2,10,4,73,5.0694,-74.5981,2
10457,10651,33,1,32,3,33,48.35,10.9833,2
10458,10652,33,1,32,3,33,50.3333,8.75,2
10459,10653,48,1,37,0,48,43.4483,3.7561,2
10460,10654,325,2,160,2,325,31.2154,76.1415,2
10461,10655,62,2,31,5,62,35.6936,-78.6181,2
10462,10656,142,1,27,0,142,2.7833,45.5,2
10463,10657,37,1,30,3,37,50.7167,4.8667,2
10464,10658,37,1,37,0,26,62.6,29.75,2
10465,10659,84,1,18,1,84,6.0833,-0.8333,2
10466,10660,34,1,34,1,27,50.9983,8.1094,2
10467,10661,44,1,44,0,34,36.5991,140.6515,2
10468,10662,29,0,27,2,29,51.759,-0.015,2
10469,10663,49,1,19,8,49,44.5703,-88.0928,2
10470,10664,34,1,34,2,31,50.2206,8.2742,2
10471,10665,32,0,27,0,32,-41.18,146.3503,2
10472,10666,27,1,11,0,27,-33.5333,-58.2167,2
10473,10667,27,1,11,0,27,12.0378,125.4828,2
10474,10668,27,1,11,0,27,16.5142,-89.4158,2
10475,10669,27,1,11,0,27,14.0157,121.4011,2
10476,10670,27,1,11,0,27,-36.3167,-57.6667,2
10477,10671,27,1,11,0,27,17.649,120.7103,2
10478,10672,500,1,55,1,500,26.1147,87.2319,2
10479,10673,500,1,55,1,500,25.633,85.5728,2
10480,10674,147,1,41,0,147,41.3167,61.0667,2
10481,10675,38,1,23,3,38,50.6553,3.1878,2
10482,10676,188,3,188,4,141,37.7348,115.686,2
10483,10677,35,1,35,0,22,39.6414,141.9571,2
10484,10678,38,1,3,0,38,-2.5839,-49.5069,2
10485,10679,35,1,14,1,35,23.9214,-106.8919,2
10486,10680,35,1,14,1,35,-32.8281,-71.1761,2
10487,10681,35,1,14,1,35,1.6047,-76.9742,2
10488,10682,35,1,14,1,35,11.0845,-85.6436,2
10489,10683,71,2,19,5,71,-2.2333,-80.9,2
10490,10684,71,2,19,5,71,15.5,-91.8333,2
10491,10685,71,2,19,5,71,10.0333,123.2167,2
10492,10686,71,2,19,5,71,13.4833,-89.3167,2
10493,10687,71,2,19,5,71,12.2156,-85.1647,2
10494,10688,71,2,19,5,71,16.7804,-90.12,2
10495,10689,35,1,7,2,35,-11.2739,-37.79,2
10496,10690,21,0,7,1,21,-15.1019,-44.0919,2
10497,10691,38,1,12,2,38,-15.5619,-49.9489,2
10498,10692,46,1,43,0,46,37.5633,14.2761,2
10499,10693,38,0,38,0,32,59.3708,16.5097,2
10500,10694,35,0,35,0,26,60.0042,15.7933,2
10501,10695,34,1,30,5,34,44.2996,-93.2789,2
10502,10696,51,1,26,8,51,38.6867,-121.3475,2
10503,10697,66,0,33,0,66,53.5586,-3.0666,2
10504,10698,62,1,15,9,62,38.7095,-104.772,2
